x,y,ent1_id,ent2_id,ent1,ent2,lang,type
14.243348,-34.766525,6246,2533,Charm_School_(Roxette_album),Charm_School,en,Album
-39.987274,85.4095,6247,10958,Аль-Камиль_Мухаммад_ибн_Ахмад,Al-Kamil,ln,Person
-77.754005,-3.852607,6248,28875,Celso_Ayala,"Айяла,_Сельсо",en,Person
-57.710636,9.362445,6249,3888,"Алмейда,_Антониу_Жозе_ди",António_José_de_Almeida,ln,OfficeHolder
37.72461,-70.69176,6250,4113,Cast_Away,"Изгой_(фильм,_2000)",en,Film
84.52402,16.10277,6251,8310,"Алиса_в_Стране_чудес_(фильм,_2010)",Alice_in_Wonderland_(2010_film),ln,Film
29.706293,-89.11744,6252,13951,Careless_Whisper,Careless_Whisper,en,Single
-32.12972,-46.325268,6253,13688,Алиенора_Аквитанская,Eleanor_of_Aquitaine,ln,Person
25.239069,48.796864,6254,26391,Cardiff_City_F.C.,Кардифф_Сити,en,SoccerClub
-16.472012,103.22277,6255,10962,Акмолинская_область,Akmola_Region,ln,PopulatedPlace
60.191463,30.63975,6256,5831,Capricorn_One,Козерог-1,en,Film
60.037773,35.639145,6257,9156,Академия_Рашмор,Rushmore_(film),ln,Film
10.831962,-88.03313,6258,21553,Can_You_Hear_Me_(Enrique_Iglesias_song),Can_You_Hear_Me,en,Single
67.031456,-2.3267906,6259,8914,Адвокат_дьявола_(фильм),The_Devil's_Advocate_(1997_film),ln,Film
47.305508,-77.73702,6260,3469,Can_You_Forgive_Her%3F_(song),Can_You_Forgive_Her%3F,en,Single
88.82923,-15.244585,6261,10832,"Авалон_(фильм,_1990)",Avalon_(1990_film),ln,Film
13.796264,-18.134615,6262,4945,Can_(band),Can_(группа),en,Band
-39.32765,88.74897,6263,8358,Абдул-Хамид_II,Abdul_Hamid_II,ln,Person
30.151327,-57.504635,6264,7019,Calling_All_Girls,Calling_All_Girls,en,Single
-37.81952,82.3308,6265,9866,"Аббас,_Ходжа_Ахмад",Khwaja_Ahmad_Abbas,ln,Writer
-1.2125181,53.72415,6266,2239,Caligula,Калигула,en,Person
-61.184036,49.738724,6267,2120,"АЕК_(футбольный_клуб,_Афины)",AEK_Athens_F.C.,ln,SoccerClub
-56.552914,40.992924,6268,6197,C.F._Os_Belenenses,Белененсиш,en,SoccerClub
26.562838,-47.33768,6269,3958,Zoo_TV:_Live_from_Sydney,Zoo_TV:_Live_from_Sydney,ln,Album
25.454994,-6.0539885,6270,3471,Bye_Bye_Beautiful,Bye_Bye_Beautiful,en,Single
55.426884,-74.135025,6271,5042,Your_Possible_Pasts,Your_Possible_Pasts,ln,Single
15.064127,-59.92251,6272,29855,Burn_(Nine_Inch_Nails_song),Burn_(песня),en,Single
27.989178,-1.9830842,6273,5048,"Young,_Wild_&_Free","Young,_Wild_&_Free",ln,Single
-51.131607,-45.745632,6274,1833,Burgundy,Бургундия,en,AdministrativeRegion
47.03771,-72.568596,6275,11078,You_da_One,You_da_One,ln,Single
16.74086,39.715706,6276,3085,Bugsy,Багси,en,Film
31.274818,-86.36845,6277,11098,Y_Not,Y_Not,ln,Album
18.900192,14.7948885,6278,3605,Buddy_Holly,"Холли,_Бадди",en,Album
-12.266097,-10.367173,6279,6524,Wu-Tang_Forever,Wu-Tang_Forever,ln,Album
9.4651,2.1638567,6280,1995,Bud_Abbott,"Эбботт,_Бад",en,Artist
-12.647194,-9.825709,6281,1880,Wu-Tang_Clan,Wu-Tang_Clan,ln,Band
-10.750409,15.639377,6282,3967,Bryan_Leung,Лён_Каянь,en,Actor
-4.6583524,-37.672543,6283,6528,Wow_(песня_Кейт_Буш),Wow_(Kate_Bush_song),ln,Single
8.292287,13.497807,6284,5773,Bruce_Campbell,"Кэмпбелл,_Брюс",en,Artist
51.851727,-6.446526,6285,5066,World_of_Glass,World_of_Glass_(album),ln,Album
13.873248,-42.01032,6286,7023,Brothers_(The_Black_Keys_album),Brothers_(альбом_The_Black_Keys),en,Album
-10.995997,-80.30236,6287,3966,Wish_You_Were_Here_(песня_Аврил_Лавин),Wish_You_Were_Here_(Avril_Lavigne_song),ln,Single
44.00897,-35.601482,6288,7029,Breaking_the_Girl,Breaking_the_Girl,en,Single
56.371727,-93.24276,6289,19430,Wise_Up!_Sucker,Wise_Up!_Sucker,ln,Single
43.95061,-35.583313,6290,4949,Breaking_Up_the_Girl,Breaking_Up_the_Girl,en,Single
64.404816,-39.770126,6291,11142,Wired_to_the_Moon,Wired_to_the_Moon,ln,Album
-15.839405,-73.13487,6292,2547,Break_the_Ice_(Britney_Spears_song),Break_the_Ice,en,Single
71.166145,-44.173958,6293,5072,Winter_Light,Winter_Light_(Linda_Ronstadt_album),ln,Album
21.189274,-1.0657302,6294,12419,Boutros_Boutros-Ghali,"Бутрос-Гали,_Бутрос",en,OfficeHolder
8.139144,-62.416218,6295,5076,Wings_(песня_Ринго_Старра),Wings_(Ringo_Starr_song),ln,Single
6.0840373,81.93822,6296,19271,Boulogne-Billancourt,Булонь-Бийанкур,en,Settlement
50.263287,-80.00741,6297,3276,Who’s_Gonna_Ride_Your_Wild_Horses,Who's_Gonna_Ride_Your_Wild_Horses,ln,Single
14.067036,68.03586,6298,1537,Bouches-du-Rhône,Буш-дю-Рон,en,PopulatedPlace
41.750034,-78.73195,6299,2756,Who_Wouldn’t_Wanna_Be_Me,Who_Wouldn't_Wanna_Be_Me,ln,Single
5.0951056,100.29011,6300,2921,Boris_Kaufman,"Кауфман,_Борис_Абрамович",en,Artist
54.15629,8.177921,6301,2126,White_Zombie,White_Zombie_(band),ln,Band
59.56573,57.316826,6302,19375,Bohemians_1905,Богемианс_1905,en,SoccerClub
30.153622,-88.7357,6303,8498,Whisper_Not,Whisper_Not,ln,Album
76.78579,-19.960327,6304,5265,Body_of_Evidence_(1993_film),Тело_как_улика,en,Film
48.05677,-3.9636176,6305,3976,When_a_Blind_Man_Cries,When_a_Blind_Man_Cries,ln,Single
17.460516,-38.690327,6306,29875,Blue_Christmas_(song),Blue_Christmas,en,Single
20.069746,-69.21127,6307,6546,When_I’m_Gone,When_I'm_Gone_(Eminem_song),ln,Single
8.461883,-75.78755,6308,4955,Blow_(Kesha_song),Blow_(песня),en,Single
64.37223,-55.90114,6309,3984,Welcome_to_My_Life,Welcome_to_My_Life,ln,Single
38.215565,-51.023594,6310,4959,Blood_(In_This_Moment_song),Blood_(песня_In_This_Moment),en,Single
56.477924,-45.828533,6311,8516,We_Butter_the_Bread_with_Butter,We_Butter_the_Bread_with_Butter,ln,Band
96.2353,25.936907,6312,9891,"Blood,_Tears_&_Gold","Blood,_Tears_&_Gold",en,Single
28.685047,30.506575,6313,5102,Warped,Warped,ln,Single
1.1031878,-40.739964,6314,9895,Blink-182,Blink-182,en,Band
-6.4568615,33.583565,6315,11212,Warchest,Warchest,ln,Album
3.6362529,-70.73528,6316,21619,Bleu_Noir_(song),Bleu_noir_(песня),en,Single
42.53683,-77.17672,6317,11214,Want,Want_(3OH!3_album),ln,Album
26.499392,-10.580522,6318,7045,Black_Brick_Road,Black_Brick_Road,en,Album
50.115517,-39.817318,6319,6574,Walking_with_a_Panther,Walking_with_a_Panther,ln,Album
19.45761,-81.97006,6320,9905,Birthday_(Katy_Perry_song),Birthday_(песня_Кэти_Перри),en,Single
38.892883,-28.872458,6321,5110,Walk_on_the_Wild_Side,Walk_on_the_Wild_Side_(Lou_Reed_song),ln,Single
-2.121854,-26.260124,6322,3481,Birdy_(singer),Birdy,en,MusicalArtist
44.008984,-39.78712,6323,8532,Waiting_for_the_Sun,Waiting_for_the_Sun,ln,Album
17.087685,18.982538,6324,5783,Billy_Crudup,"Крудап,_Билли",en,Artist
-4.7566543,-51.85813,6325,6580,Vs._(альбом),Vs._(Pearl_Jam_album),ln,Album
32.73277,-23.283352,6326,29891,Big_Boi,Big_Boi,en,MusicalArtist
32.04539,19.551022,6327,11252,Volcano,Volcano_(Satyricon_album),ln,Album
78.44835,-23.988594,6328,4189,Bicentennial_Man_(film),Двухсотлетний_человек_(фильм),en,Film
-64.130424,-56.38809,6329,4012,Volbeat,Volbeat,ln,Band
29.20641,-70.958916,6330,9913,Better_than_You_(Metallica_song),Better_than_You,en,Single
-86.54336,7.615365,6331,6590,Violeta_Violeta,Violeta_Violeta,ln,Album
40.608498,-75.660965,6332,7053,Better_Than_I_Know_Myself,Better_Than_I_Know_Myself,en,Single
22.461176,-15.266285,6333,6598,Vicinity_of_Obscenity,Vicinity_of_Obscenity,ln,Single
-33.88878,-46.934963,6334,8661,Berengaria_of_Castile,Беренгария_(королева_Кастилии),en,Person
37.601498,36.423683,6335,14820,Venomous_Rat_Regeneration_Vendor,Venomous_Rat_Regeneration_Vendor,ln,Album
-24.936203,5.562301,6336,5161,Ben_Foster,"Фостер,_Бен_(актёр)",en,Artist
-66.62529,15.634854,6337,3298,Uno,Uno_(song),ln,Single
-6.699676,-51.68289,6338,9917,Belus_(album),Belus,en,Album
-16.622446,41.440563,6339,880,Ulver,Ulver,ln,Band
-36.941536,-68.74194,6340,4283,Being_John_Malkovich,Быть_Джоном_Малковичем,en,Film
68.29136,76.02676,6341,6618,Ultra_Beatdown,Ultra_Beatdown,ln,Album
40.938137,-45.039135,6342,7061,Beg_for_Mercy,Beg_for_Mercy,en,Album
69.938126,-57.55847,6343,8610,U_+_Ur_Hand,U_+_Ur_Hand,ln,Single
-0.5419815,-69.49281,6344,4973,Bedtime_Stories_(Madonna_album),Bedtime_Stories,en,Album
75.20816,-36.366623,6345,8622,Twilight_of_the_Idols,Twilight_of_the_Idols_(Gorgoroth_album),ln,Album
73.03587,-41.75993,6346,21659,Because_the_Night,Because_the_Night,en,Single
1.8476211,29.898922,6347,8624,Tuuliset_tienoot,Tuuliset_tienoot,ln,Album
71.15564,-22.047583,6348,2893,Beauty_and_the_Beast_(2017_film),"Красавица_и_чудовище_(фильм,_2017)",en,Film
29.170605,-68.60346,6349,6626,Try_Again_(песня_Keane),Try_Again_(Keane_song),ln,Single
-12.6472225,-71.081566,6350,9923,Beautiful_(Christina_Aguilera_song),Beautiful_(песня_Кристины_Агилеры),en,Single
0.6716563,-71.9776,6351,3308,Trust_(песня_Megadeth),Trust_(Megadeth_song),ln,Single
69.05967,52.094765,6352,8729,Battle_of_the_Bulge,Арденнская_операция_(1944—1945),en,MilitaryConflict
34.746304,-22.473358,6353,8646,Trapped,Trapped_(Tupac_Shakur_song),ln,Single
52.93427,-1.2067858,6354,5527,Basic_Instinct_2,Основной_инстинкт_2,en,Film
42.90633,3.3601804,6355,8648,Transilvanian_Hunger,Transilvanian_Hunger,ln,Album
8.966462,-73.34969,6356,4977,Bang_(Blur_song),Bang,en,Single
17.918688,-72.827354,6357,8650,Trans-Europe_Express_(песня),Trans-Europe_Express_(song),ln,Single
85.86082,20.392809,6358,9935,Ballads_&_Blues_1982–1994,Ballads_&_Blues_1982–1994,en,Album
4.7525396,-84.71834,6359,3318,Toxicity,Toxicity_(album),ln,Album
59.523197,6.927293,6360,3483,Bad_Romance,Bad_Romance,en,Single
60.43237,-75.198975,6361,5148,Touch_My_Body,Touch_My_Body,ln,Single
-12.619536,-70.984856,6362,4981,Back_to_Basics_(Christina_Aguilera_album),Back_to_Basics,en,Album
20.84306,-65.28226,6363,5154,Too_Much_Monkey_Business,Too_Much_Monkey_Business,ln,Single
-32.427395,65.74175,6364,3087,Babur,Бабур,en,Person
54.441814,-57.848186,6365,4056,Too_Much_Information,Too_Much_Information,ln,Single
-5.1100883,75.28915,6366,3107,Avi_Arad,"Арад,_Ави",en,Artist
54.413963,-59.205982,6367,8666,Too_Much_Heaven,Too_Much_Heaven,ln,Single
53.516895,-36.543404,6368,2127,Austin_Powers:_The_Spy_Who_Shagged_Me,"Остин_Пауэрс:_Шпион,_который_меня_соблазнил",en,Film
-27.925762,-5.351609,6369,1698,Tony_Yayo,Tony_Yayo,ln,MusicalArtist
-50.644615,-26.742798,6370,7865,Augustus,Октавиан_Август,en,Person
-10.70349,-31.124353,6371,6650,Together_Again_(песня_Джанет_Джексон),Together_Again_(Janet_Jackson_song),ln,Single
6.0211864,12.408517,6372,1237,Audrey_Hepburn,"Хепбёрн,_Одри",en,Artist
-12.291644,-91.69148,6373,8684,To_Whom_It_May_Concern_(альбом_Bee_Gees),To_Whom_It_May_Concern_(Bee_Gees_album),ln,Album
-12.863639,-48.76415,6374,4987,Ashes_(Tristania_album),Ashes,en,Album
-45.809273,50.94983,6375,4066,Tik_Tok,Tik_Tok,ln,Single
-73.0986,7.872419,6376,1753,Armando_Nannuzzi,"Наннуцци,_Армандо",en,Artist
34.073185,-36.184727,6377,8698,Third_Day_of_a_Seven_Day_Binge,Third_Day_of_a_Seven_Day_Binge,ln,Single
-7.7859817,1.979781,6378,7345,"Archibald_Wavell,_1st_Earl_Wavell","Уэйвелл,_Арчибальд",en,OfficeHolder
16.731247,-31.1929,6379,1410,Thin_Lizzy,Thin_Lizzy,ln,Band
-57.974968,10.519849,6380,24659,António_Luís_Alves_Ribeiro_Oliveira,"Оливейра,_Антониу",en,Person
47.085625,-42.05492,6381,8700,These_Boots_Are_Made_for_Walkin’,These_Boots_Are_Made_for_Walkin',ln,Single
59.971916,66.27234,6382,4991,Antichrist_Superstar,Antichrist_Superstar,en,Album
29.615215,-29.426657,6383,1708,The_Winery_Dogs,The_Winery_Dogs,ln,Band
-16.816687,10.074083,6384,4015,Anthony_Quinn,"Куинн,_Энтони",en,Artist
48.71243,-27.6953,6385,8714,"The_Wild,_the_Willing_and_the_Innocent","The_Wild,_the_Willing_and_the_Innocent",ln,Album
-17.190516,9.472537,6386,8053,Anthony_Mackie,"Маки,_Энтони",en,Artist
50.932724,-42.724514,6387,5188,The_Way_I_Am,The_Way_I_Am_(Eminem_song),ln,Single
79.23011,-22.055532,6388,2601,Ant-Man_(film),Человек-муравей_(фильм),en,Film
43.993,-21.755676,6389,3338,The_Velvet_Underground,The_Velvet_Underground,ln,Band
47.977592,-25.319523,6390,7091,Another_One_Bites_the_Dust,Another_One_Bites_the_Dust,en,Single
92.70245,40.224323,6391,8744,"The_Stockholm_Concert,_1966","The_Stockholm_Concert,_1966",ln,Album
85.529816,36.51048,6392,4149,Another_48_Hrs.,Другие_сорок_восемь_часов,en,Film
19.29734,-41.974854,6393,20184,The_Peel_Sessions_(альбом_New_Order),The_Peel_Sessions_(New_Order_album),ln,Album
-13.96014,24.298195,6394,1509,Annie_Girardot,"Жирардо,_Анни",en,Artist
20.045647,-40.76109,6395,6724,The_Peel_Sessions_(альбом_Joy_Division),The_Peel_Sessions_(Joy_Division),ln,Album
-11.531602,19.570524,6396,2355,Anne_Archer,"Арчер,_Энн",en,Artist
51.613407,-26.98476,6397,8798,The_Olden_Domain,The_Olden_Domain,ln,Album
-13.299349,20.345764,6398,3549,Ann-Margret,Энн-Маргрет,en,Artist
53.809692,-35.13285,6399,2800,The_Move,The_Move,ln,Band
-91.98433,12.570866,6400,2655,Andrei_Tarkovsky,"Тарковский,_Андрей_Арсеньевич",en,Artist
47.604107,-37.764072,6401,2804,The_Memory_Remains,The_Memory_Remains,ln,Single
-30.928131,47.164906,6402,3497,"Andante,_Andante","Andante,_Andante",en,Single
48.830704,-28.838364,6403,8842,The_Kinks,The_Kinks,ln,Band
60.73554,-65.86608,6404,4995,And_I_Love_Her,And_I_Love_Her,en,Single
42.39456,-41.81351,6405,5238,The_Hunger_for_More,The_Hunger_for_More,ln,Album
-35.105667,59.531967,6406,12703,Amu_Darya,Амударья,en,River
60.654606,-17.72396,6407,6770,The_Ghost_of_You,The_Ghost_of_You,ln,Single
-33.14873,11.101399,6408,7563,Alvin_Sargent,"Сарджент,_Элвин",en,Artist
50.298515,-26.308836,6409,8904,The_Elephant_in_the_Room,The_Elephant_in_the_Room_(album),ln,Album
15.305215,-64.063835,6410,4999,Already_Gone_(Kelly_Clarkson_song),Already_Gone,en,Single
37.476204,-51.2018,6411,11632,The_Dream_(альбом_In_This_Moment),The_Dream_(In_This_Moment_album),ln,Album
-35.142094,-33.27251,6412,8769,"Aloys_II,_Prince_of_Liechtenstein",Алоиз_II,en,Person
58.849976,-34.362892,6413,11634,The_Doors_Box_Set,The_Doors:_Box_Set,ln,Album
34.94139,-69.23991,6414,5001,Alone_I_Break,Alone_I_Break,en,Single
38.329655,-25.39356,6415,8918,The_Darkside_Vol._1,The_Darkside_Vol._1,ln,Album
47.42458,-44.292667,6416,5005,All_Those_Years_Ago,All_Those_Years_Ago,en,Single
55.50396,-32.489967,6417,2440,The_Cure,The_Cure,ln,Band
51.346043,-46.10784,6418,9967,All_These_Things_That_I've_Done,All_These_Things_That_I’ve_Done,en,Single
14.18351,-40.403538,6419,6802,"The_Capitol_Albums,_Volume_2","The_Capitol_Albums,_Volume_2",ln,Album
41.06611,-57.536995,6420,7105,All_Jacked_Up,All_Jacked_Up,en,Album
53.92917,-45.016212,6421,15268,The_Bullies_Have_All_Gone_to_Rest,The_Bullies_Have_All_Gone_to_Rest,ln,Album
87.879715,-14.515063,6422,11959,Alive_(1993_film),Живые,en,Film
66.3203,-33.487,6423,2160,The_Birthday_Party,The_Birthday_Party_(band),ln,Band
-49.79404,-35.261078,6424,3119,Alexandra_Feodorovna_(Charlotte_of_Prussia),Александра_Фёдоровна_(жена_Николая_I),en,Person
62.5338,-6.893719,6425,5284,The_Best_of_1990–2000,The_Best_of_1990–2000,ln,Album
-5.757939,-14.631907,6426,3665,Alex_Turner_(musician),"Тёрнер,_Алекс",en,MusicalArtist
68.93464,-53.685608,6427,8946,The_Beautiful_Letdown,The_Beautiful_Letdown,ln,Album
-97.620575,-12.715951,6428,2881,Alex_Kurtzman,"Куртцман,_Алекс",en,Artist
9.745684,-52.16189,6429,15290,The_Beatles’_Second_Album,The_Beatles'_Second_Album,ln,Album
-95.594635,3.6089962,6430,17013,Aleksei_Medvedev_(footballer),"Медведев,_Алексей_Сергеевич",en,Person
59.652252,-32.518898,6431,4134,The_Beatles_at_the_Hollywood_Bowl,The_Beatles_at_the_Hollywood_Bowl,ln,Album
-96.74897,13.543752,6432,8779,Aleksandr_Danilovich_Aleksandrov,"Александров,_Александр_Данилович",en,Scientist
84.53471,19.301832,6433,11032,The_Beatles_1967–1970,1967–1970,ln,Album
-80.0011,-9.917265,6434,11539,Alejandro_Lerroux,"Леррус,_Алехандро",en,OfficeHolder
42.819233,-52.088085,6435,4146,Thank_You_for_the_Music,Thank_You_for_the_Music,ln,Single
-34.801888,-42.487415,6436,6241,Albert_II_of_Germany,Альбрехт_II_(король_Германии),en,Person
-43.98611,-51.559933,6437,5304,Tha_Carter_III,Tha_Carter_III,ln,Album
-38.23241,78.98009,6438,3121,Akbar_II,Акбар_Шах_II,en,Person
57.35275,-71.275795,6439,27756,Terrеnce_Loves_You,Terrence_Loves_You,ln,MusicalWork
6.124482,-75.26432,6440,5011,Adrenalize_(song),Adrenalize_(песня),en,Single
54.45213,20.654343,6441,8966,Ten_Years_After,Ten_Years_After,ln,Band
-69.08924,-0.06803857,6442,5511,Adelino_da_Palma_Carlos,"Палма_Карлуш,_Аделину_да",en,Person
49.12702,-76.0114,6443,6840,Tattoo_You,Tattoo_You,ln,Album
102.662384,-20.369513,6444,4369,Adaptation_(film),Адаптация_(фильм),en,Film
-32.108345,55.07585,6445,6846,Tarkus,Tarkus,ln,Album
-26.83844,-22.980093,6446,11327,Adam_Mickiewicz,"Мицкевич,_Адам",en,Writer
10.692953,-72.42714,6447,8978,Talk_(песня),Talk_(song),ln,Single
-4.988163,39.421173,6448,21777,Achozen,Achozen,en,Band
69.03719,-61.56601,6449,15356,TV_Crimes,TV_Crimes,ln,Single
83.77243,-50.054993,6450,2825,About_a_Boy_(film),"Мой_мальчик_(фильм,_2002)",en,Film
22.370613,-17.401926,6451,5330,Symphony_of_Destruction,Symphony_of_Destruction,ln,Single
-48.053814,85.27534,6452,8809,Abdul_Razak_Hussein,"Абдул_Разак,_Хусейн",en,OfficeHolder
24.080055,-17.548243,6453,6852,Symphony_in_Blue,Symphony_in_Blue,ln,Single
-40.084724,87.84193,6454,20047,Abdel_Latif_Boghdadi_(politician),Абдель_Латиф_аль-Багдади_(египетский_политик),en,OfficeHolder
3.2445872,-48.42693,6455,8994,Symbolic,Symbolic_(Death_album),ln,Album
38.474808,-7.4409933,6456,3509,A_Question_of_Time,A_Question_of_Time,en,Single
79.02845,-34.45425,6457,5332,Sweet_Child_o’_Mine,Sweet_Child_o'_Mine,ln,Single
86.92963,2.489665,6458,17679,A_Prairie_Home_Companion_(film),"Компаньоны_(фильм,_2006)",en,Film
11.0374365,-76.81969,6459,9006,Survival_(песня),Survival_(Muse_song),ln,Single
56.86701,-55.69345,6460,5585,A_Few_Good_Men,Несколько_хороших_парней,en,Film
20.516155,-58.867542,6461,6864,Suck_My_Kiss,Suck_My_Kiss,ln,Single
31.078886,-37.900166,6462,10003,2_Days_in_Paris,2_дня_в_Париже,en,Film
20.230639,-41.06337,6463,11762,Substance_(альбом_Joy_Division),Substance_(Joy_Division_album),ln,Album
-10.568176,-85.0379,6464,29983,2PM,2PM,en,Band
46.8943,-73.68325,6465,5344,Stuck_on_You,Stuck_on_You_(Elvis_Presley_song),ln,Single
2.1367333,-82.795074,6466,3521,2NE1_(2011_EP),"2NE1_(мини-альбом,_2011)",en,Album
37.275116,-20.106594,6467,3382,Stray_Heart,Stray_Heart,ln,Single
12.022032,-18.029793,6468,21823,2AM_(band),2AM,en,Band
43.34613,0.3587293,6469,5346,Stranger_in_a_Strange_Land,Stranger_in_a_Strange_Land_(Iron_Maiden_song),ln,Single
44.613823,-27.377317,6470,5023,h_in_the_Wrong_Lane,h_in_the_Wrong_Lane,en,Album
64.526566,-66.49779,6471,9026,Strangelove,Strangelove_(song),ln,Single
-3.8151782,-50.609962,6472,3523,2001_(Dr._Dre_album),2001_(альбом),en,Album
42.9432,0.7013786,6473,9028,Strange_Days,Strange_Days_(album),ln,Album
54.6111,19.34853,6474,21833,12_Years_a_Slave_(film),12_лет_рабства,en,Film
86.21982,-35.81763,6475,9046,Steel_Wheels,Steel_Wheels,ln,Album
104.36786,-6.29904,6476,7141,101_Dalmatians_(1996_film),101_далматинец_(фильм),en,Film
48.062225,49.98167,6477,5356,Starstrukk,Starstrukk,ln,Single
-53.628487,49.092567,6478,16585,1._FC_Nürnberg,Нюрнберг_(футбольный_клуб),en,SoccerClub
6.9441066,-74.492905,6479,4174,Starboy_(песня),Starboy_(song),ln,Single
74.53365,-48.77232,6480,4781,(It's_All_Down_to)_Goodnight_Vienna,It’s_All_Down_to_Goodnight_Vienna,en,Single
22.472092,-13.79283,6481,9060,Stacked_Rubbish,Stacked_Rubbish,ln,Album
-43.205727,-5.862723,6482,15153,Þorsteinn_Pálsson,Торстейнн_Паульссон,en,OfficeHolder
23.928007,-75.34535,6483,4178,Speak_to_Me_(песня_Roxette),Speak_to_Me_(Roxette_song),ln,Single
7.7676597,32.18981,6484,15127,Óscar_Trejo,"Трехо,_Оскар",en,SoccerPlayer
45.882137,-57.081295,6485,5372,Somewhere_Only_We_Know,Somewhere_Only_We_Know,ln,Single
14.270832,76.174286,6486,4379,À_Tout_le_Monde,À_Tout_le_Monde,en,Single
45.89237,-56.858135,6487,3400,Somewhere_I_Belong,Somewhere_I_Belong,ln,Single
45.71958,59.957775,6488,8313,Zootopia,Зверополис,en,Work
29.344994,-70.71405,6489,6916,Something_Better_Change,Something_Better_Change_(song),ln,Single
-60.81297,-44.32873,6490,18341,Zhelyu_Zhelev,"Желев,_Желю",en,Person
57.065536,-84.88344,6491,6926,Smells_Like_Children,Smells_Like_Children,ln,Album
-2.6987865,28.03509,6492,3063,Zach_Braff,"Брафф,_Зак",en,Artist
9.803652,43.172375,6493,20786,Ska-P,Ska-P,ln,Band
95.83771,-36.271282,6494,2959,Zabriskie_Point_(film),Забриски-пойнт,en,Film
-31.105974,70.00743,6495,15568,Sitra_Ahra,Sitra_Ahra_(album),ln,Album
-98.50006,23.001749,6496,16073,Yuri_Pudyshev,"Пудышев,_Юрий_Алексеевич",en,Person
39.49373,-21.543785,6497,2844,Siouxsie_and_the_Banshees,Siouxsie_and_the_Banshees,ln,Band
-16.013561,19.792225,6498,6153,Yul_Brynner,"Бриннер,_Юл",en,Artist
53.603382,-24.782724,6499,9100,Shot_in_the_Back_of_the_Head,Shot_in_the_Back_of_the_Head,ln,Single
84.33188,-31.056932,6500,11311,Young_Guns_(film),Молодые_стрелки,en,Film
17.623766,-64.040596,6501,6942,Shoots_and_Ladders,Shoots_and_Ladders_(song),ln,Single
49.785454,-73.49512,6502,12783,You_Look_So_Fine,You_Look_So_Fine,en,Single
56.09526,-65.00021,6503,6944,She_Will_Be_Loved,She_Will_Be_Loved,ln,Single
45.83164,-73.50637,6504,29019,You_Keep_Me_Hangin'_On,You_Keep_Me_Hangin’_On,en,Single
8.544661,-77.13932,6505,2472,Shameless_(песня),Shameless_(song),ln,Single
46.08694,-75.18003,6506,4385,You_Can_Win_If_You_Want,You_Can_Win_If_You_Want,en,Single
19.091482,-98.32158,6507,2850,"Shake,_Rattle_and_Roll","Shake,_Rattle_and_Roll",ln,Single
27.99121,-76.15476,6508,8819,You're_My_Best_Friend_(Queen_song),You’re_My_Best_Friend,en,Single
23.239851,6.987457,6509,6948,ShadyXV,Shady_XV,ln,Album
-47.774532,-43.228317,6510,1783,"Yolande_II,_Countess_of_Nevers",Иоланда_Бургундская_(графиня_Невера),en,Person
36.272057,-23.29968,6511,11910,Shadow_Zone,Shadow_Zone_(Static-X_album),ln,Album
33.531403,-41.345715,6512,8833,"Yesterday,_When_I_Was_Mad",Yesterday_When_I_Was_Mad,en,Single
24.77806,-55.824696,6513,11912,Sex_&_Violins,Sex_&_Violins,ln,Album
5.0509815,-48.977036,6514,4389,Year_Zero_(album),Year_Zero,en,Album
71.64098,-63.818054,6515,4242,Secrets,Secrets_(OneRepublic_song),ln,Single
-18.658468,87.3425,6516,7155,Yamamoto_Gonnohyōe,Ямамото_Гомбэй,en,OfficeHolder
53.89153,54.344227,6517,6972,Sayonara_Crawl,Sayonara_Crawl,ln,Single
0.38831508,67.076706,6518,4123,Y_Tu_Mamá_También,И_твою_маму_тоже,en,Film
22.466236,45.70595,6519,5438,Sam’s_Town,Sam's_Town,ln,Album
27.828976,-60.920895,6520,8815,Y'All_Want_a_Single,Y’All_Want_a_Single,en,Single
63.060844,-66.78257,6521,9154,Sacred_Love,Sacred_Love,ln,Album
83.30637,-33.782494,6522,2183,X-Men:_Apocalypse,Люди_Икс:_Апокалипсис,en,Film
0.6660888,47.810024,6523,9102,SHINee,Shinee,ln,Band
-12.266526,-10.367347,6524,6279,Wu-Tang_Forever,Wu-Tang_Forever,en,Album
100.117325,-33.240993,6525,5444,S.O.B._(фильм),S.O.B._(film),ln,Film
82.94173,-64.8844,6526,4333,Wrongfully_Accused,Без_вины_виноватый,en,Film
72.00035,-41.560425,6527,7000,Running_with_the_Night,Running_with_the_Night,ln,Single
-3.3374562,-43.365147,6528,6283,Wow_(Kate_Bush_song),Wow_(песня_Кейт_Буш),en,Single
32.417282,-96.61552,6529,2494,Roll_Over_Beethoven,Roll_Over_Beethoven,ln,Single
30.436268,-59.853947,6530,4391,Word_of_Mouf,Word_of_Mouf,en,Album
7.575763,-33.47459,6531,5468,Rock_Around_the_Clock,Rock_Around_the_Clock,ln,Single
51.7497,0.65301025,6532,12803,Women_in_Uniform,Women_in_Uniform,en,Single
68.52137,-47.40611,6533,21426,Right_Now!,Right_Now!_(Little_Richard_album),ln,Album
86.209366,-14.773018,6534,6091,Wolf_(1994_film),"Волк_(фильм,_1994)",en,Film
68.54697,-47.38182,6535,3460,Right_Now,Right_Now_(Korn_song),ln,Single
69.71579,-42.52016,6536,8847,With_the_Lights_Out,With_the_Lights_Out,en,Album
